Istwert Kraft F_X / N,Istwert Kraft F_Y / N,Istwert Kraft in Stoßrichtung F_Z / N,Istwert Moment M_A / Nm,Istwert Moment M_B  / Nm,Istwert Moment M_C / Nm,Istposition TCP X / mm,Istposition TCP Y / mm,Istposition TCP Z / mm,Istorientierung TCP A / °,Istorientierung TCP B / °,Istorientierung TCP C / °,Sollwert Vorschubgeschw. Soll_v_f / mm/min,Istwert Vorschubgeschwindigkeit v_f / mm/min,Sollwert Drehzahl Soll_n_sp / U/min,Istwert Spindeldrehzahl n_sp / U/min,Istwert Spindeldrehmoment M_sp / Nm,Istwert Spindelstrom I_sp / A,Sollwert Kraft in Stoßrichtung Soll_F_Z / N,Istwert Strom Achse 1 I_a1 / A,Istwert Strom Achse2 I_a2 / A,Istwert Strom Achse3 I_a3 / A,Istwert Strom Achse4 I_a4 / A,Istwert Strom Achse5 I_a5 / A,Istwert Strom Achse6 I_a6 / A,Istwert Moment Achse1 M_a1 / Nm,Istwert Moment Achse2 M_a2 / Nm,Istwert Moment Achse3 M_a3 / Nm,Istwert Moment Achse4 M_a4 / Nm,Istwert Moment Achse5 M_a5 / Nm,Istwert Moment Achse6 M_a6 / Nm
-193.0,-25.0,3120.0,-31.049,-96.634,-7.27,616.033,2298.607,-141.408,-90.0,-0.01,-0.01,1500,0.065,0,2520.065,-36593.39,5.105,0,-0.958,-0.843,4.717,-0.252,-1.87,-2.802,544.052,-476.463,2228.842,31.315,-256.653,-216.33
223.0,3.0,3839.0,0.626,108.4,6.568,616.04,2298.615,-141.384,-90.0,0.0,0.0,1500,0.128,0,2519.436,-36927.6,5.152,0,-1.06,13.684,2.99,-0.711,-1.622,-2.707,601.739,7738.345,1412.9,88.322,-222.681,-209.04
-166.0,-14.0,3198.0,-15.147,-91.012,-7.32,616.024,2298.604,-141.48,-90.0,0.0,0.0,1500,0.22,0,2519.55,-37258.78,5.198,0,-0.992,8.821,3.125,-0.187,-2.208,-2.783,563.169,4988.446,1476.412,23.264,-303.061,-214.931
208.0,6.0,3789.0,19.242,108.165,5.124,616.043,2298.615,-141.541,-90.0,0.0,0.0,1500,0.35,0,2519.455,-38577.4,5.382,0,-1.053,13.257,2.688,-0.637,-0.994,-2.692,597.849,7496.996,1270.103,79.028,-136.476,-207.898
-123.0,-50.0,3600.0,-16.166,-82.302,-6.849,616.027,2298.604,-141.65,-90.0,0.0,0.0,1500,0.523,0,2519.665,-37286.12,5.202,0,-0.967,9.396,3.553,-0.16,-2.004,-2.776,549.127,5313.56,1679.06,19.831,-275.111,-214.379
179.0,-16.0,4329.0,-14.123,81.242,5.988,616.036,2298.611,-141.71,-90.0,0.0,0.0,1500,0.744,0,2519.245,-40938.17,5.711,0,-0.963,13.276,2.828,-0.578,-1.614,-2.731,546.421,7507.613,1336.291,71.747,-221.568,-210.917
-68.0,-116.0,4053.0,3.275,-69.428,-8.454,616.02,2298.603,-141.806,-90.0,-0.01,0.0,1500,1.021,0,2520.046,-46112.41,6.433,0,-0.724,8.802,3.857,-0.342,-2.531,-2.831,410.746,4977.66,1822.42,42.444,-347.44,-218.576
143.0,39.0,4256.0,-20.451,74.763,1.649,616.03,2298.61,-141.853,-90.0,0.0,0.0,1500,1.358,0,2521.267,-68705.27,9.585,0,-0.577,14.174,3.561,-0.59,-2.277,-2.82,327.345,8015.593,1682.862,73.226,-312.618,-217.73
-65.0,-155.0,4220.0,36.21,-58.421,-15.818,616.022,2298.604,-141.948,-90.0,-0.01,0.0,1500,1.764,0,2531.681,-98860.48,13.792,0,-0.288,9.3,3.922,-0.472,-2.131,-2.959,163.25,5258.953,1853.12,58.546,-292.523,-228.518
79.0,86.0,4445.0,-64.223,31.971,-7.292,616.041,2298.612,-141.998,-90.0,0.0,0.0,1500,2.242,0,2553.158,-138379.8,19.305,0,-0.055,15.502,3.864,-0.73,-1.809,-2.981,30.958,8766.271,1825.8,90.63,-248.34,-230.212
39.0,-245.0,4764.0,54.974,-30.909,-24.739,616.039,2298.607,-142.086,-90.0,-0.01,0.0,1500,2.801,0,2589.817,-179512.4,25.043,0,0.333,8.606,5.091,-0.666,-1.924,-3.167,-189.133,4866.761,2405.718,82.698,-264.049,-244.536
-11.0,101.0,4494.0,-109.828,10.616,-16.347,616.047,2298.614,-142.119,-90.0,-0.01,0.0,1500,3.444,0,2642.04,-216424.8,30.193,0,0.734,17.062,4.31,-0.938,-2.482,-3.205,-416.836,9648.577,2036.333,116.44,-340.698,-247.519
180.0,-293.0,4912.0,141.114,28.076,-30.181,616.04,2298.615,-142.202,-90.0,-0.01,0.0,1500,4.172,0,2709.407,-249162.5,34.76,0,1.143,8.818,5.021,-1.115,-1.873,-3.511,-648.769,4986.424,2372.483,138.402,-257.045,-271.085
-185.0,107.0,4352.0,-146.65,-97.577,-23.906,616.044,2298.623,-142.239,-90.0,-0.01,0.0,1500,4.987,0,2789.459,-269069.6,37.537,0,1.29,19.229,3.645,-1.225,-2.353,-3.428,-732.17,10874.2,1722.293,152.077,-323.025,-264.715
290.0,-269.0,5324.0,127.19,112.25,-30.12,616.043,2298.633,-142.328,-90.0,-0.01,0.0,1500,5.887,0,2879.486,-272360.0,37.996,0,1.454,7.448,5.41,-1.774,-1.57,-3.593,-825.044,4211.983,2556.542,220.271,-215.481,-277.455
-123.0,-35.0,4548.0,-83.709,-108.368,-21.934,616.034,2298.641,-142.364,-90.0,-0.01,0.0,1500,6.873,0,2970.924,-258557.0,36.071,0,1.465,18.981,3.903,-1.43,-2.712,-3.451,-831.642,10733.81,1844.107,177.472,-372.248,-266.519
104.0,-36.0,4949.0,-11.373,57.195,-21.711,616.0370020013339,2298.657002001334,-142.427997998666,-90.0,-0.01,0.0,1500,7.945,0,3057.861,-220897.2,30.817,0,1.806,9.154,5.453,-2.168,-1.976,-3.494,-1025.004,5176.874,2576.68,269.168,-271.249,-269.833
179.0,-192.0,4980.0,76.414,48.777,-16.184,616.0340080106773,2298.6610080106775,-142.47299198932265,-90.0,-0.01,0.0,1500,9.102,0,3131.771,-173496.5,24.204,0,1.777,17.769,3.8,-1.648,-2.109,-3.529,-1008.764,10048.69,1795.663,204.584,-289.446,-272.521
-211.0,-20.0,4622.0,-80.773,-113.017,-6.553,616.0360180360541,2298.6630180360544,-142.53298196394593,-90.0,-0.02,0.0,1500,10.345,0,3186.531,-121313.6,16.924,0,2.272,13.483,4.167,-1.684,-2.203,-3.814,-1289.756,7624.917,1969.019,209.083,-302.341,-294.541
228.0,-77.0,5072.0,68.534,104.116,-5.042,616.0340320855042,2298.673032085504,-142.59496791449573,-90.0,-0.02,0.0,1500,11.674,0,3220.539,-78348.86,10.93,0,2.605,11.742,4.416,-2.598,-1.95,-3.957,-1478.381,6640.307,2086.608,322.504,-267.715,-305.587
-21.0,-62.0,4782.0,-26.042,-48.135,4.438,616.0350501670841,2298.670050167084,-142.64194983291583,-90.0,-0.03,0.0,1500,13.089,0,3235.722,-46796.02,6.528,0,2.105,16.631,3.221,-1.216,-1.976,-4.099,-1194.851,9405.205,1521.758,151.011,-271.184,-316.56
-125.0,-29.0,4766.0,-7.522,-64.023,-3.057,616.0350722888661,2298.679072288866,-142.70392771113393,-90.0,-0.03,0.0,1500,14.578,0,3234.997,-22881.5,3.192,0,2.804,12.31,2.791,-2.027,-1.773,-4.187,-1591.387,6961.544,1318.829,251.646,-243.431,-323.336
233.0,4.0,4925.0,26.09,123.077,4.661,616.0340984589385,2298.6790984589384,-142.76790154106152,-90.0,-0.04,0.0,1500,16.123,0,3225.632,-13787.84,1.924,0,2.718,12.698,1.925,-2.153,-1.533,-4.105,-1542.835,7180.814,909.731,267.273,-210.375,-316.965
-146.0,-52.0,4756.0,-11.516,-108.819,4.148,616.0361286854061,2298.681128685406,-142.8178713145939,-90.0,-0.04,0.0,1500,17.715,0,3209.686,-15705.02,2.191,0,2.661,16.146,0.881,-1.279,-1.422,-4.269,-1510.354,9130.485,416.28,158.766,-195.255,-329.669
14.0,-5.0,4735.0,-2.221,19.197,-6.464,616.0371629763898,2298.70416297639,-142.88183702361022,-90.0,-0.05,0.0,1500,19.35,0,3193.855,-29939.49,4.177,0,2.993,12.007,1.366,-2.855,-1.098,-4.306,-1698.641,6789.802,645.261,354.411,-150.745,-332.504
197.0,-19.0,4912.0,26.824,87.842,-3.67,616.0462013400268,2298.717201340027,-142.93279865997326,-90.0,-0.06,0.0,1500,21.022,0,3183.002,-48959.3,6.83,0,2.644,15.053,0.597,-2.425,-0.675,-4.294,-1500.542,8512.786,281.932,301.016,-92.62,-331.584
-176.0,-49.0,4707.0,-19.627,-116.45,-2.358,616.0642437844705,2298.7222437844703,-142.98775621552954,-90.0,-0.07,0.0,1500,22.723,0,3178.883,-63704.21,8.887,0,2.942,15.216,0.401,-1.59,-0.204,-4.41,-1670.051,8604.978,189.692,197.362,-28.015,-340.568
98.0,2.0,4722.0,1.369,61.858,-7.334,616.0862903178906,2298.7352903178903,-143.04670968210937,-90.0,-0.08,0.0,1500,24.448,0,3180.847,-74392.98,10.378,0,3.264,12.589,0.801,-2.673,0.185,-4.643,-1852.586,7119.297,378.398,331.857,25.331,-358.538
113.0,-53.0,4854.0,14.686,12.998,-6.612,616.1023409484735,2298.744340948473,-143.10265905152656,-90.0,-0.09,0.0,1500,26.192,0,3187.275,-76373.96,10.655,0,2.706,14.987,0.23,-1.895,0.524,-4.798,-1535.73,8475.201,108.576,235.248,71.936,-370.468
-123.0,-69.0,4710.0,-27.627,-86.79,-5.4,616.1123956844214,2298.7533956844213,-143.1616043155786,-90.0,-0.1,0.0,1500,27.947,0,3194.79,-72642.91,10.134,0,3.019,13.844,0.213,-2.074,0.652,-4.998,-1713.697,7829.019,100.831,257.506,89.478,-385.97
166.0,-29.0,4770.0,11.261,75.41,-3.627,616.1194545339536,2298.761454533954,-143.22154546604648,-89.99,-0.12,0.0,1500,29.707,0,3200.035,-67356.26,9.397,0,3.371,12.439,0.069,-2.703,0.806,-5.163,-1913.657,7034.522,32.531,335.527,110.621,-398.674
39.0,-74.0,4783.0,5.357,-32.778,-2.173,616.1335175053051,2298.7595175053048,-143.27848249469488,-89.99,-0.13,0.0,1500,31.467,0,3204.327,-59575.15,8.311,0,2.832,14.839,-0.588,-1.581,1.333,-5.227,-1607.627,8391.774,-277.989,196.237,183.015,-403.645
-50.0,-65.0,4709.0,-14.341,-49.18,-7.041,616.1455846067281,2298.765584606728,-143.3364153932719,-89.99,-0.15,0.0,1500,33.22,0,3204.384,-56558.11,7.89,0,3.368,13.096,0.298,-1.982,1.259,-5.132,-1911.627,7405.647,140.825,246.081,172.869,-396.28
181.0,-30.0,4803.0,6.189,76.345,-1.69,616.1516558464909,2298.778655846491,-143.39134415350907,-89.99,-0.16,0.0,1500,34.961,0,3201.999,-57111.08,7.967,0,2.906,13.74,0.173,-2.677,1.381,-4.979,-1649.751,7770.199,81.819,332.272,189.56,-384.46
-14.0,-77.0,4826.0,-2.831,-57.591,-1.047,616.1557312328785,2298.7757312328786,-143.4472687671215,-89.99,-0.18,0.0,1500,36.683,0,3197.193,-61629.05,8.598,0,3.152,14.779,-0.112,-1.529,1.353,-5.265,-1788.978,8357.393,-53.091,189.844,185.764,-406.554
36.0,-49.0,4699.0,8.151,-8.019,-7.282,616.1568107741924,2298.7748107741922,-143.50618922580762,-89.99,-0.2,0.0,1500,38.39,0,3193.302,-71154.14,9.927,0,3.435,13.402,0.297,-2.262,1.149,-5.507,-1950.028,7578.906,140.544,280.77,157.749,-425.259
128.0,-23.0,4874.0,3.266,48.327,-4.908,616.1598944787507,2298.777894478751,-143.56410552124925,-89.99,-0.22,0.0,1500,40.097,0,3191.662,-76595.75,10.686,0,3.204,13.946,0.071,-2.069,1.401,-5.432,-1818.414,7886.829,33.516,256.855,192.375,-419.441
-11.0,-59.0,4905.0,-3.505,-54.385,-3.956,616.1629823548885,2298.7769823548883,-143.62401764511156,-89.99,-0.24,0.0,1500,41.805,0,3191.833,-83978.84,11.716,0,2.865,14.696,-0.156,-1.541,1.52,-5.191,-1626.067,8310.875,-73.511,191.324,208.674,-400.846
59.0,-32.0,4907.0,-1.661,6.843,-7.956,616.165074410957,2298.785074410957,-143.68292558904307,-89.99,-0.26,0.0,1500,43.512,0,3193.798,-85379.5,11.911,0,3.33,13.215,0.051,-2.356,1.498,-5.215,-1889.973,7473.231,24.081,292.432,205.597,-402.724
94.0,-63.0,5032.0,18.09,17.867,-5.707,616.1741706553245,2298.787170655324,-143.7338293446755,-89.99,-0.28,0.0,1500,45.219,0,3195.572,-87773.69,12.245,0,3.108,15.035,0.282,-1.994,1.697,-5.265,-1763.941,8502.337,133.08,247.561,232.958,-406.591
10.0,-48.0,5084.0,-14.674,-29.859,-5.165,616.178271096376,2298.7952710963764,-143.787728903624,-89.99,-0.31,0.0,1500,46.927,0,3198.299,-89538.95,12.491,0,3.094,15.407,0.17,-2.08,1.744,-5.159,-1756.159,8712.675,80.552,258.216,239.372,-398.342
75.0,-44.0,5105.0,2.187,12.507,-6.974,616.1813757425134,2298.7973757425134,-143.84562425748663,-89.99,-0.33,0.0,1500,48.634,0,3198.91,-87001.96,12.137,0,3.206,14.203,0.484,-2.16,1.759,-5.015,-1819.598,8031.773,228.7,268.161,241.467,-387.259
69.0,-73.0,5353.0,-0.96,1.739,-3.713,616.176484602155,2298.799484602155,-143.90251539784492,-89.99,-0.36,0.0,1500,50.341,0,3200.512,-89663.52,12.509,0,3.17,14.595,0.039,-2.132,1.567,-5.337,-1799.297,8253.403,18.448,264.61,215.088,-412.114
37.0,-73.0,5361.0,-5.016,-26.274,-6.03,616.1715976837366,2298.799597683737,-143.95340231626338,-89.99,-0.39,0.0,1500,52.048,0,3200.188,-86886.51,12.121,0,3.072,15.084,0.4,-1.971,1.241,-5.501,-1743.64,8530.146,188.847,244.72,170.382,-424.781
88.0,-74.0,5443.0,0.437,17.122,-5.943,616.1737149957103,2298.80471499571,-143.9982850042897,-89.99,-0.41,0.0,1500,53.755,0,3199.692,-88627.45,12.364,0,3.172,15.175,0.77,-2.271,1.464,-5.334,-1800.651,8581.55,363.752,281.954,200.95,-411.893
74.0,-87.0,5565.0,1.48,-6.661,-4.228,616.1808365465454,2298.8038365465454,-144.04516345345465,-89.99,-0.44,0.0,1500,55.461,0,3199.73,-90644.89,12.646,0,2.934,16.249,0.857,-1.854,1.622,-5.501,-1665.314,9189.137,405.154,230.216,222.681,-424.818
56.0,-90.0,5648.0,-6.432,-12.399,-5.116,616.177962344728,2298.8079623447284,-144.09403765527196,-89.99,-0.47,0.0,1500,57.165,0,3200.436,-88123.09,12.294,0,3.24,16.036,0.753,-2.162,1.369,-5.521,-1838.883,9068.462,355.725,268.339,187.924,-426.29
94.0,-93.0,5766.0,-1.199,7.238,-5.323,616.1730923987615,2298.8070923987616,-144.1429076012385,-89.99,-0.5,0.0,1500,58.865,0,3200.34,-88381.35,12.33,0,3.137,15.207,1.059,-2.289,1.122,-5.45,-1780.52,8599.584,500.211,284.145,154.018,-420.878
73.0,-104.0,5892.0,-2.236,-8.474,-3.686,616.170226717166,2298.808226717166,-144.181773282834,-89.99,-0.54,0.0,1500,60.56,0,3201.504,-88426.93,12.336,0,3.173,16.71,1.187,-1.943,1.009,-5.729,-1801.158,9449.7,560.907,241.168,138.439,-442.418
71.0,-96.0,5893.0,-8.323,-9.366,-4.495,616.1713653084788,2298.811365308479,-144.2206346915212,-89.99,-0.57,0.0,1500,62.251,0,3200.836,-85801.83,11.97,0,3.028,16.791,1.183,-2.308,1.203,-5.602,-1718.772,9495.711,558.936,286.572,165.145,-432.587
93.0,-95.0,6002.0,-1.802,5.267,-4.546,616.1755081812541,2298.8165081812544,-144.26149181874578,-89.99,-0.6,0.0,1500,63.935,0,3201.008,-87725.08,12.238,0,3.191,16.785,1.188,-2.208,1.398,-5.51,-1811.139,9491.835,561.33,274.14,191.917,-425.517
85.0,-121.0,6137.0,4.391,-8.59,-3.698,616.1746553440638,2298.811655344064,-144.30334465593617,-89.99,-0.64,0.0,1500,65.611,0,3201.656,-84835.65,11.835,0,3.212,16.457,1.292,-2.052,1.124,-5.562,-1823.489,9306.44,610.337,254.783,154.345,-429.457
78.0,-100.0,6159.0,-14.331,-9.833,-4.241,616.1718068054962,2298.816806805496,-144.33819319450376,-89.99,-0.67,0.0,1500,67.28,0,3200.741,-85139.48,11.878,0,3.201,17.097,1.608,-2.248,0.999,-5.383,-1817.06,9668.465,759.752,279.113,137.065,-415.686
110.0,-121.0,6269.0,2.136,6.416,-4.457,616.1769625741572,2298.818962574157,-144.36903742584272,-89.99,-0.71,0.0,1500,68.938,0,3200.97,-85254.93,11.894,0,3.132,17.37,1.773,-2.361,1.248,-5.549,-1777.644,9823.016,837.629,293.143,171.298,-428.5
77.0,-120.0,6289.0,0.012,-15.675,-4.225,616.1771226586701,2298.8231226586704,-144.3998773413299,-89.99,-0.75,0.0,1500,70.586,0,3200.035,-84662.46,11.811,0,3.145,18.127,1.893,-2.123,1.006,-5.592,-1785.256,10250.94,894.663,263.544,138.112,-431.777
97.0,-96.0,6347.0,-8.963,-1.107,-4.099,616.173287067675,2298.822287067675,-144.43571293232506,-89.99,-0.79,0.0,1500,72.222,0,3200.226,-85321.77,11.903,0,3.131,17.267,1.643,-2.252,0.937,-5.66,-1777.136,9764.364,776.511,279.586,128.555,-437.079
104.0,-129.0,6508.0,2.79,-2.05,-4.459,616.1784558098295,2298.8254558098292,-144.46554419017045,-89.99,-0.83,0.0,1500,73.844,0,3200.321,-84255.33,11.754,0,3.154,18.067,2.055,-2.187,1.303,-5.405,-1790.501,10216.89,971.131,271.476,178.826,-417.379
82.0,-104.0,6527.0,-16.922,-15.915,-3.229,616.1816288938089,2298.826628893809,-144.4923711061912,-89.99,-0.87,0.0,1500,75.451,0,3200.436,-84513.59,11.79,0,3.128,18.363,2.262,-2.328,1.02,-5.553,-1775.444,10384.59,1068.723,289.058,140.01,-428.794
110.0,-117.0,6565.0,4.451,1.566,-4.664,616.1778063283051,2298.8268063283053,-144.5201936716949,-89.99,-0.91,0.0,1500,77.043,0,3199.844,-84738.42,11.822,0,3.204,17.905,2.192,-2.468,0.896,-5.608,-1818.752,10125.38,1035.629,306.403,122.926,-433.029
91.0,-122.0,6653.0,-4.296,-8.354,-3.783,616.1809881220282,2298.8279881220283,-144.5500118779718,-89.99,-0.96,0.0,1500,78.619,0,3199.692,-84416.36,11.777,0,3.142,17.824,2.208,-2.321,1.184,-5.626,-1783.734,10079.37,1043.375,288.111,162.527,-434.465
93.0,-125.0,6674.0,-1.026,-14.219,-4.558,616.1821742837052,2298.8281742837053,-144.5728257162948,-89.99,-1.0,0.0,1500,80.178,0,3199.921,-85461.54,11.923,0,3.152,19.014,2.234,-2.278,1.007,-5.533,-1789.147,10752.68,1055.767,282.783,138.243,-427.285
109.0,-115.0,6776.0,-7.771,-1.01,-4.768,616.1803648220807,2298.828364822081,-144.59663517791918,-89.99,-1.04,0.0,1500,81.721,0,3200.283,-83836.04,11.696,0,3.148,18.377,2.551,-2.157,0.935,-5.622,-1786.948,10392.51,1205.464,267.747,128.294,-434.097
107.0,-135.0,6843.0,-0.555,-9.691,-4.131,616.1845597459172,2298.828559745917,-144.6204402540828,-89.99,-1.09,0.0,1500,83.247,0,3200.913,-83681.09,11.674,0,2.969,18.631,2.523,-2.239,1.043,-5.541,-1685.276,10536.11,1192.368,277.988,143.152,-427.911
101.0,-114.0,6850.0,-12.242,-7.169,-3.439,616.183759063994,2298.830759063994,-144.64024093600602,-89.99,-1.14,0.0,1500,84.756,0,3201.637,-79688.75,11.117,0,3.17,18.971,2.678,-2.272,0.816,-5.593,-1799.128,10728.41,1265.174,282.014,111.995,-431.887
117.0,-128.0,6912.0,-0.455,-3.459,-3.423,616.1889627851085,2298.8299627851084,-144.6610372148915,-89.99,-1.19,0.0,1500,86.248,0,3201.637,-79992.59,11.16,0,3.0,19.031,2.433,-2.236,1.232,-5.393,-1702.87,10761.95,1149.698,277.633,169.073,-416.459
111.0,-136.0,7001.0,-5.149,-6.466,-3.14,616.1891709180755,2298.8291709180758,-144.68382908192433,-89.99,-1.23,0.0,1500,87.721,0,3201.16,-80108.04,11.176,0,3.205,18.615,2.693,-2.134,0.931,-5.653,-1819.26,10526.67,1272.638,264.965,127.77,-436.49
119.0,-122.0,6979.0,-4.378,-4.744,-3.874,616.189383471728,2298.828383471728,-144.70261652827207,-89.99,-1.28,0.0,1500,89.095,0,3200.302,-78977.79,11.018,0,3.057,19.038,2.83,-2.26,0.97,-5.679,-1735.182,10766.17,1337.136,280.534,133.137,-438.552
124.0,-132.0,7087.0,-3.928,-3.076,-3.222,616.1926004549156,2298.829600454915,-144.71739954508442,-89.99,-1.33,0.0,1500,90.214,0,3200.264,-80117.16,11.177,0,3.119,19.398,2.969,-2.287,1.032,-5.587,-1770.538,10969.59,1403.042,283.908,141.647,-431.409
117.0,-129.0,7087.0,-4.308,-11.213,-3.459,616.1908218765064,2298.8288218765065,-144.7361781234935,-89.99,-1.39,0.0,1500,91.143,0,3199.749,-78254.67,10.917,0,3.063,19.481,2.659,-2.143,0.917,-5.69,-1738.396,11016.78,1256.443,266.09,125.872,-439.362
127.0,-129.0,7141.0,-5.604,-4.038,-3.238,616.1960477453864,2298.8240477453865,-144.75395225461352,-89.99,-1.44,0.0,1500,91.922,0,3199.692,-78576.73,10.962,0,2.972,19.222,3.198,-2.093,0.975,-5.741,-1687.137,10869.99,1511.337,259.874,133.792,-443.339
128.0,-131.0,7155.0,-2.156,-9.949,-3.276,616.1982780704589,2298.818278070459,-144.76472192954114,-89.99,-1.49,0.0,1500,92.556,0,3199.52,-81560.35,11.378,0,2.961,20.057,3.059,-2.094,0.853,-5.773,-1680.54,11342.57,1445.431,259.933,117.035,-445.769
129.0,-137.0,7223.0,-7.036,-7.937,-3.9,616.2045128606451,2298.811512860645,-144.78148713935497,-89.99,-1.55,0.0,1500,93.051,0,3198.624,-80509.09,11.232,0,2.88,19.124,3.324,-2.081,1.007,-5.752,-1635.033,10814.71,1570.765,258.276,138.177,-444.149
135.0,-137.0,7242.0,-4.873,-8.03,-3.991,616.2017521248841,2298.8077521248842,-144.79524787511585,-89.99,-1.6,0.0,1500,93.412,0,3198.738,-81858.1,11.42,0,2.873,19.831,3.214,-2.067,0.767,-5.799,-1630.804,11214.82,1518.66,256.618,105.253,-447.795
138.0,-143.0,7309.0,-5.875,-7.433,-3.454,616.2089958721333,2298.800995872133,-144.80400412786673,-89.99,-1.66,0.0,1500,93.645,0,3200.302,-79485.19,11.089,0,2.714,19.908,3.501,-1.898,0.86,-5.637,-1540.467,11258.3,1654.275,235.603,118.017,-435.312
137.0,-138.0,7284.0,-2.015,-9.275,-3.015,616.2082441113673,2298.7952441113675,-144.81775588863266,-89.99,-1.71,0.0,1500,93.754,0,3201.656,-77434.33,10.803,0,2.714,19.479,3.489,-2.026,0.715,-5.548,-1540.805,11015.77,1648.782,251.468,98.184,-428.389
144.0,-140.0,7344.0,-3.794,-5.103,-3.079,616.2114968515793,2298.7894968515793,-144.82750314842065,-89.99,-1.77,0.0,1500,93.746,0,3200.512,-78391.39,10.936,0,2.435,20.072,3.294,-1.913,0.879,-5.682,-1381.954,11350.83,1556.683,237.498,120.701,-438.736
141.0,-140.0,7358.0,-2.185,-13.692,-3.357,616.2167541017803,2298.77675410178,-144.8362458982197,-90.0,-1.82,0.0,1500,93.625,0,3201.389,-77206.45,10.771,0,1.863,19.84,3.755,-1.974,0.696,-5.641,-1057.485,11219.54,1774.258,245.075,95.566,-435.606
140.0,-135.0,7405.0,-6.41,-9.453,-3.358,616.2270158709993,2298.747015870999,-144.84498412900084,-90.0,-1.88,0.0,1500,93.397,0,3199.386,-77255.07,10.778,0,1.787,18.901,3.87,-1.786,0.686,-5.408,-1014.516,10688.47,1828.475,221.751,94.126,-417.6
136.0,-132.0,7394.0,-2.5,-8.356,-3.618,616.237282168283,2298.7072821682827,-144.84571783171697,-90.0,-1.94,0.0,1500,93.067,0,3200.245,-78291.13,10.922,0,1.717,20.019,4.188,-1.66,0.377,-5.363,-974.591,11320.83,1979.018,206.064,51.71,-414.139
125.0,-139.0,7416.0,-1.673,-9.385,-2.657,616.248553002697,2298.675553002697,-144.84844699730294,-90.0,-1.99,0.0,1500,92.64,0,3198.948,-77741.2,10.846,0,1.537,19.771,4.339,-1.5,0.459,-5.198,-872.412,11180.77,2050.416,186.174,62.969,-401.399
115.0,-137.0,7421.0,-3.844,-8.904,-3.275,616.2578283833246,2298.6448283833247,-144.8551716166754,-90.0,-2.04,0.0,1500,92.199,0,3199.215,-79864.98,11.142,0,1.119,18.915,4.46,-1.392,0.301,-4.857,-635.404,10696.56,2107.31,172.795,41.303,-375.071
106.0,-140.0,7445.0,-6.801,-5.584,-2.828,616.2691083192673,2298.6211083192675,-144.85289168073277,-90.0,-2.09,0.0,1500,91.904,0,3199.596,-77416.09,10.8,0,0.97,19.968,4.676,-1.269,0.394,-4.701,-550.481,11292.18,2209.408,157.582,54.132,-362.993
103.0,-142.0,7437.0,-1.614,-6.858,-3.167,616.2743928196446,2298.597392819645,-144.85460718035534,-90.0,-2.14,0.0,1500,91.714,0,3200.645,-77364.45,10.793,0,0.763,19.369,4.49,-1.322,0.15,-4.457,-433.246,10953.25,2121.674,164.153,20.619,-344.14
91.0,-136.0,7441.0,-5.827,-8.767,-2.91,616.2836818935949,2298.5846818935947,-144.85631810640515,-90.0,-2.19,0.0,1500,91.619,0,3200.455,-76027.59,10.606,0,0.655,18.736,4.847,-1.343,0.312,-4.368,-372.006,10595.27,2290.523,166.757,42.808,-337.328
100.0,-133.0,7438.0,-1.861,-5.147,-2.816,616.2909755502742,2298.5729755502744,-144.85202444972583,-90.0,-2.23,0.0,1500,91.643,0,3200.931,-74329.17,10.37,0,0.657,19.44,4.965,-1.316,0.244,-4.048,-372.683,10993.36,2346.008,163.324,33.513,-312.583
96.0,-137.0,7437.0,-0.465,-10.122,-2.725,616.2982737988573,2298.563273798857,-144.84872620114277,-90.0,-2.27,0.0,1500,91.802,0,3200.798,-74876.07,10.446,0,0.403,19.588,4.979,-1.173,0.34,-4.236,-228.719,11077.29,2352.627,145.624,46.736,-327.091
96.0,-122.0,7440.0,-5.374,-10.648,-3.249,616.302576648537,2298.557576648537,-144.848423351463,-90.01,-2.31,0.0,1500,92.112,0,3200.684,-72852.55,10.164,0,0.251,18.794,4.812,-1.145,0.262,-3.998,-142.272,10628.3,2273.624,142.131,36.001,-308.754
94.0,-123.0,7410.0,1.071,-5.421,-2.848,616.3048841085249,2298.546884108525,-144.84711589147508,-90.01,-2.35,0.0,1500,92.59,0,3200.264,-74645.16,10.414,0,0.176,18.839,4.744,-1.106,0.121,-4.004,-99.98,10653.58,2241.798,137.337,16.56,-309.196
83.0,-121.0,7414.0,-4.539,-8.829,-3.11,616.3131961880507,2298.541196188051,-144.83880381194922,-90.01,-2.39,0.0,1500,93.251,0,3200.264,-72138.55,10.064,0,0.205,19.867,4.894,-1.245,0.322,-3.712,-116.22,11234.88,2312.633,154.563,44.248,-286.661
78.0,-121.0,7380.0,-0.915,-6.594,-2.629,616.322512896363,2298.532512896363,-144.83348710363703,-90.01,-2.42,0.0,1500,94.111,0,3200.15,-72436.31,10.105,0,0.22,19.551,4.78,-1.255,0.418,-3.876,-124.679,11056.05,2258.837,155.747,57.339,-299.291
70.0,-125.0,7397.0,-3.64,-2.433,-2.588,616.3258342427283,2298.5238342427283,-144.83016575727171,-90.01,-2.45,0.0,1500,95.187,0,3200.626,-72664.18,10.137,0,0.341,18.833,4.934,-1.172,0.15,-3.808,-193.362,10650.38,2331.363,145.506,20.553,-294.025
